one more light was launched by linkin park preceded by the hunting party,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
meteora was announced by lp just subsequent to hybrid theory,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
minutes to midnight was announced by lp just subsequent to meteora,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
a thousand suns was announced by lp just subsequent to minutes to midnight,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
living things was announced by lp just subsequent to a thousand suns,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
the hunting party was announced by lp just subsequent to living things,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
one more light was announced by lp just subsequent to the hunting party,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
hybrid theory was launched by lp band followed by meteora,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
meteora was launched by lp band followed by minutes to midnight,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
minutes to midnight was launched by lp band followed by a thousand suns,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
a thousand suns was launched by lp band followed by living things,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
living things was launched by lp band followed by the hunting party,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
the hunting party was launched by lp band followed by one more light,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
hybrid theory was released by linkin park just before meteora,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
meteora was released by linkin park just before minutes to midnight,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
minutes to midnight was released by linkin park just before a thousand suns,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
a thousand suns was released by linkin park just before living things,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
living things was released by linkin park just before the hunting party,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
the hunting party was released by linkin park just before one more light,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park released hybrid theory immediately before the album meteora,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park released meteora immediately before the album minutes to midnight,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park released minutes to midnight immediately before the album a thousand suns,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park released a thousand suns immediately before the album living things,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park released living things immediately before the album the hunting party,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park released the hunting party immediately before the album one more light,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park disclosed hybrid theory right before the success of the album meteora,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park disclosed meteora right before the success of the album minutes to midnight,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park disclosed minutes to midnight right before the success of the album a thousand suns,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park disclosed a thousand suns right before the success of the album living things,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park disclosed living things right before the success of the album the hunting party,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park disclosed the hunting party right before the success of the album one more light,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
hybrid theory was launched by lp band immediately prior to meteora,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
meteora was launched by lp band immediately prior to minutes to midnight,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
minutes to midnight was launched by lp band immediately prior to a thousand suns,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
a thousand suns was launched by lp band immediately prior to living things,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
living things was launched by lp band immediately prior to the hunting party,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
the hunting party was launched by lp band immediately prior to one more light,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
american band lp released album hybrid theory right before album meteora,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
american band lp released album meteora right before album minutes to midnight,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
american band lp released album minutes to midnight right before album a thousand suns,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
american band lp released album a thousand suns right before album living things,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
american band lp released album living things right before album the hunting party,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
american band lp released album the hunting party right before album one more light,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park propagated hybrid theory just before meteora,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park propagated meteora just before minutes to midnight,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park propagated minutes to midnight just before a thousand suns,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park propagated a thousand suns just before living things,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park propagated living things just before the hunting party,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
linkin park propagated the hunting party just before one more light,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
hybrid theory was announced by lp just previous to meteora,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
meteora was announced by lp just previous to minutes to midnight,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
minutes to midnight was announced by lp just previous to a thousand suns,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
a thousand suns was announced by lp just previous to living things,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
living things was announced by lp just previous to the hunting party,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
the hunting party was announced by lp just previous to one more light,"hybrid theory,meteora,minutes to midnight,a thousand suns,living things,the hunting party,one more light"
sierra was introduced by tata immediately after telcoline,"telcoline,sierra,estate,sumo"
estate was introduced by tata immediately after sierra,"telcoline,sierra,estate,sumo"
sumo was introduced by tata immediately after estate,"telcoline,sierra,estate,sumo"
sierra was released by tata motors right after telcoline,"telcoline,sierra,estate,sumo"
estate was released by tata motors right after sierra,"telcoline,sierra,estate,sumo"
sumo was released by tata motors right after estate,"telcoline,sierra,estate,sumo"
induction of tata sierra was straight after tata telcoline,"telcoline,sierra,estate,sumo"
induction of tata estate was straight after tata sierra,"telcoline,sierra,estate,sumo"
induction of tata sumo was straight after tata estate,"telcoline,sierra,estate,sumo"
tata motors brought sierra into the market just after telcoline,"telcoline,sierra,estate,sumo"
tata motors brought estate into the market just after sierra,"telcoline,sierra,estate,sumo"
tata motors brought sumo into the market just after estate,"telcoline,sierra,estate,sumo"
tata launched sierra preceded by telcoline,"telcoline,sierra,estate,sumo"
tata launched estate preceded by sierra,"telcoline,sierra,estate,sumo"
tata launched sumo preceded by estate,"telcoline,sierra,estate,sumo"
car model sierra was launched by tata motors shortly after car model telcoline,"telcoline,sierra,estate,sumo"
car model estate was launched by tata motors shortly after car model sierra,"telcoline,sierra,estate,sumo"
car model sumo was launched by tata motors shortly after car model estate,"telcoline,sierra,estate,sumo"
tata motors announced sierra immediately subsequent to telcoline,"telcoline,sierra,estate,sumo"
tata motors announced estate immediately subsequent to sierra,"telcoline,sierra,estate,sumo"
tata motors announced sumo immediately subsequent to estate,"telcoline,sierra,estate,sumo"
sierra was rolled out by tata motors preceded by telcoline,"telcoline,sierra,estate,sumo"
estate was rolled out by tata motors preceded by sierra,"telcoline,sierra,estate,sumo"
sumo was rolled out by tata motors preceded by estate,"telcoline,sierra,estate,sumo"
tata launched telcoline followed by sierra,"telcoline,sierra,estate,sumo"
tata launched sierra followed by estate,"telcoline,sierra,estate,sumo"
tata launched estate followed by sumo,"telcoline,sierra,estate,sumo"
telcoline was introduced by tata just before sierra,"telcoline,sierra,estate,sumo"
sierra was introduced by tata just before estate,"telcoline,sierra,estate,sumo"
estate was introduced by tata just before sumo,"telcoline,sierra,estate,sumo"
telcoline was released by tata motors immediately before sierra,"telcoline,sierra,estate,sumo"
sierra was released by tata motors immediately before estate,"telcoline,sierra,estate,sumo"
estate was released by tata motors immediately before sumo,"telcoline,sierra,estate,sumo"
induction of tata telcoline was right before tata sierra,"telcoline,sierra,estate,sumo"
induction of tata sierra was right before tata estate,"telcoline,sierra,estate,sumo"
induction of tata estate was right before tata sumo,"telcoline,sierra,estate,sumo"
tata motors brought telcoline into the market immediately prior to sierra,"telcoline,sierra,estate,sumo"
tata motors brought sierra into the market immediately prior to estate,"telcoline,sierra,estate,sumo"
tata motors brought estate into the market immediately prior to sumo,"telcoline,sierra,estate,sumo"
car model telcoline was launched by tata motors just before car model sierra,"telcoline,sierra,estate,sumo"
car model sierra was launched by tata motors just before car model estate,"telcoline,sierra,estate,sumo"
car model estate was launched by tata motors just before car model sumo,"telcoline,sierra,estate,sumo"
tata motors announced telcoline just previous to sierra,"telcoline,sierra,estate,sumo"
tata motors announced sierra just previous to estate,"telcoline,sierra,estate,sumo"
tata motors announced estate just previous to sumo,"telcoline,sierra,estate,sumo"
telcoline was rolled out by tata motors followed by sierra,"telcoline,sierra,estate,sumo"
sierra was rolled out by tata motors followed by estate,"telcoline,sierra,estate,sumo"
estate was rolled out by tata motors followed by sumo,"telcoline,sierra,estate,sumo"
omni was introduced by maruti immediately after 800,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy e was introduced by maruti immediately after omni,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy king was introduced by maruti immediately after gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
1000 was introduced by maruti immediately after gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
zen was introduced by maruti immediately after 1000,"800,omni,gypsy e,gypsy king,1000,zen"
omni was released by maruti right after 800,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy e was released by maruti right after omni,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy king was released by maruti right after gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
1000 was released by maruti right after gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
zen was released by maruti right after 1000,"800,omni,gypsy e,gypsy king,1000,zen"
induction of maruti variant omni was straight after 800,"800,omni,gypsy e,gypsy king,1000,zen"
induction of maruti variant gypsy e was straight after omni,"800,omni,gypsy e,gypsy king,1000,zen"
induction of maruti variant gypsy king was straight after gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
induction of maruti variant 1000 was straight after gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
induction of maruti variant zen was straight after 1000,"800,omni,gypsy e,gypsy king,1000,zen"
maruti was brought omni into the market just after 800,"800,omni,gypsy e,gypsy king,1000,zen"
maruti was brought gypsy e into the market just after omni,"800,omni,gypsy e,gypsy king,1000,zen"
maruti was brought gypsy king into the market just after gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
maruti was brought 1000 into the market just after gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
maruti was brought zen into the market just after 1000,"800,omni,gypsy e,gypsy king,1000,zen"
maruti launched omni preceded by 800,"800,omni,gypsy e,gypsy king,1000,zen"
maruti launched gypsy e preceded by omni,"800,omni,gypsy e,gypsy king,1000,zen"
maruti launched gypsy king preceded by gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
maruti launched 1000 preceded by gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
maruti launched zen preceded by 1000,"800,omni,gypsy e,gypsy king,1000,zen"
car model omni was launched by maruti industry shortly after car model 800,"800,omni,gypsy e,gypsy king,1000,zen"
car model gypsy e was launched by maruti industry shortly after car model omni,"800,omni,gypsy e,gypsy king,1000,zen"
car model gypsy king was launched by maruti industry shortly after car model gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
car model 1000 was launched by maruti industry shortly after car model gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
car model zen was launched by maruti industry shortly after car model 1000,"800,omni,gypsy e,gypsy king,1000,zen"
maruti announced omni immediately subsequent to 800,"800,omni,gypsy e,gypsy king,1000,zen"
maruti announced gypsy e immediately subsequent to omni,"800,omni,gypsy e,gypsy king,1000,zen"
maruti announced gypsy king immediately subsequent to gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
maruti announced 1000 immediately subsequent to gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
maruti announced zen immediately subsequent to 1000,"800,omni,gypsy e,gypsy king,1000,zen"
omni was rolled out by maruti preceded by 800,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy e was rolled out by maruti preceded by omni,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy king was rolled out by maruti preceded by gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
1000 was rolled out by maruti preceded by gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
zen was rolled out by maruti preceded by 1000,"800,omni,gypsy e,gypsy king,1000,zen"
maruti launched 800 followed by omni,"800,omni,gypsy e,gypsy king,1000,zen"
maruti launched omni followed by gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
maruti launched gypsy e followed by gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
maruti launched gypsy king followed by 1000,"800,omni,gypsy e,gypsy king,1000,zen"
maruti launched 1000 followed by zen,"800,omni,gypsy e,gypsy king,1000,zen"
800 was introduced by maruti just before omni,"800,omni,gypsy e,gypsy king,1000,zen"
omni was introduced by maruti just before gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy e was introduced by maruti just before gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy king was introduced by maruti just before 1000,"800,omni,gypsy e,gypsy king,1000,zen"
1000 was introduced by maruti just before zen,"800,omni,gypsy e,gypsy king,1000,zen"
800 was released by maruti immediately before omni,"800,omni,gypsy e,gypsy king,1000,zen"
omni was released by maruti immediately before gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy e was released by maruti immediately before gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy king was released by maruti immediately before 1000,"800,omni,gypsy e,gypsy king,1000,zen"
1000 was released by maruti immediately before zen,"800,omni,gypsy e,gypsy king,1000,zen"
induction of maruti variant 800 was right before omni,"800,omni,gypsy e,gypsy king,1000,zen"
induction of maruti variant omni was right before gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
induction of maruti variant gypsy e was right before gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
induction of maruti variant gypsy king was right before 1000,"800,omni,gypsy e,gypsy king,1000,zen"
induction of maruti variant 1000 was right before zen,"800,omni,gypsy e,gypsy king,1000,zen"
maruti brought 800 into the market immediately prior to omni,"800,omni,gypsy e,gypsy king,1000,zen"
maruti brought omni into the market immediately prior to gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
maruti brought gypsy e into the market immediately prior to gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
maruti brought gypsy king into the market immediately prior to 1000,"800,omni,gypsy e,gypsy king,1000,zen"
maruti brought 1000 into the market immediately prior to zen,"800,omni,gypsy e,gypsy king,1000,zen"
car model 800 was launched by maruti industry just before car model omni,"800,omni,gypsy e,gypsy king,1000,zen"
car model omni was launched by maruti industry just before car model gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
car model gypsy e was launched by maruti industry just before car model gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
car model gypsy king was launched by maruti industry just before car model 1000,"800,omni,gypsy e,gypsy king,1000,zen"
car model 1000 was launched by maruti industry just before car model zen,"800,omni,gypsy e,gypsy king,1000,zen"
maruti announced 800 just previous to omni,"800,omni,gypsy e,gypsy king,1000,zen"
maruti announced omni just previous to gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
maruti announced gypsy e just previous to gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
maruti announced gypsy king just previous to 1000,"800,omni,gypsy e,gypsy king,1000,zen"
maruti announced 1000 just previous to zen,"800,omni,gypsy e,gypsy king,1000,zen"
800 was rolled out by maruti followed by omni,"800,omni,gypsy e,gypsy king,1000,zen"
omni was rolled out by maruti followed by gypsy e,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy e was rolled out by maruti followed by gypsy king,"800,omni,gypsy e,gypsy king,1000,zen"
gypsy king was rolled out by maruti followed by 1000,"800,omni,gypsy e,gypsy king,1000,zen"
1000 was rolled out by maruti followed by zen,"800,omni,gypsy e,gypsy king,1000,zen"
mac os 10.3 panther was released by apple immediately after mac os 10.2 jaguar,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.4 tiger was released by apple immediately after mac os 10.3 panther,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.5 leopard was released by apple immediately after mac os 10.4 tiger,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.6 snow leopard was released by apple immediately after mac os 10.5 leopard,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.7 lion was released by apple immediately after mac os 10.6 snow leopard,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.8 mountain lion was released by apple immediately after mac os 10.7 lion,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.9 mavericks was released by apple immediately after mac os 10.8 mountain lion,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.10 yosemite was released by apple immediately after mac os 10.9 mavericks,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.11 el capitan was released by apple immediately after mac os 10.10 yosemite,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.12 sierra was released by apple immediately after mac os 10.11 el capitan,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.13 high sierra was released by apple immediately after mac os 10.12 sierra,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.14 mojave was released by apple immediately after mac os 10.13 high sierra,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.15 catalina was released by apple immediately after mac os 10.14 mojave,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 11 big sur was released by apple immediately after mac os 10.15 catalina,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 12 monterey was released by apple immediately after mac os 11 big sur,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
mac os 10.3 panther was introduced by apple corporation right after mac os 10.2 jaguar,"10.2 jaguar,10.3 panther,10.4 tiger,10.5 leopard,10.6 snow leopard,10.7 lion,10.8 mountain lion,10.9 mavericks,10.10 yosemite,10.11 el capitan,10.12 sierra,10.13 high sierra,10.14 mojave,10.15 catalina,11 big sur,12 monterey"
